_id,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card47,card48,card49,card50,card51,card52,gameId,playerId,handNumber,strategy,bidSelfOrder,bidSelfBid,bidRightBid,bidPartnerBid,bidLeftBid,scoreSelfTeamScore,scoreSelfTeamBags,scoreOtherTeamScore,scoreOtherTeamBags,tricksTaken,scoreChange,bagsChange,finalBags,winner,finalScore
ObjectId(59fe3deff57e7a66c03ad5cc),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,6,randFromNumberOfSpades,2,2,6,,,-12,3,-15,3,6,8,2,0,1,-56
ObjectId(59fe3deff57e7a66c03ad5cd),0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,6,randFromNumberOfSpades,3,0,2,6,,-15,3,-12,3,1,-16,0,0,0,-87
ObjectId(59fe3df0f57e7a66c03ad5ce),0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,6,randFromNumberOfSpades,4,6,Nil,2,6,-12,3,-15,3,4,8,2,0,1,-56
ObjectId(59fe3e0ef57e7a66c03ad603),0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,7,randFromNumberOfSpades,1,3,,,,-4,5,-31,3,2,-8,0,0,1,-56
ObjectId(59fe3e0ef57e7a66c03ad604),0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,7,randFromNumberOfSpades,2,4,3,,,-31,3,-4,5,3,-10,0,0,0,-87
ObjectId(59fe3e0ef57e7a66c03ad605),1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,7,randFromNumberOfSpades,3,5,4,3,,-4,5,-31,3,3,-8,0,0,1,-56
ObjectId(59fe3e0ef57e7a66c03ad606),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,7,randFromNumberOfSpades,4,6,5,4,3,-31,3,-4,5,5,-10,0,0,0,-87
ObjectId(59fe3e2df57e7a66c03ad63b),0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,8,randFromNumberOfSpades,1,5,,,,-41,3,-12,5,6,7,4,0,0,-87
ObjectId(59fe3e2df57e7a66c03ad63c),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,8,randFromNumberOfSpades,2,3,5,,,-12,5,-41,3,1,-5,0,0,1,-56
ObjectId(59fe3e2df57e7a66c03ad63d),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,8,randFromNumberOfSpades,3,2,3,5,,-41,3,-12,5,5,7,4,0,0,-87
ObjectId(59fe3e2df57e7a66c03ad63e),0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,8,randFromNumberOfSpades,4,2,2,3,5,-12,5,-41,3,1,-5,0,0,1,-56
ObjectId(59fe3e4bf57e7a66c03ad673),0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,9,randFromNumberOfSpades,1,3,,,,-17,5,-34,7,5,-12,0,0,1,-56
ObjectId(59fe3e4cf57e7a66c03ad674),0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,9,randFromNumberOfSpades,2,4,3,,,-34,7,-17,5,3,-14,0,0,0,-87
ObjectId(59fe3e4cf57e7a66c03ad675),1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,9,randFromNumberOfSpades,3,9,4,3,,-17,5,-34,7,3,-12,0,0,1,-56
ObjectId(59fe3e4cf57e7a66c03ad676),0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,9,randFromNumberOfSpades,4,0,9,4,3,-34,7,-17,5,2,-14,0,0,0,-87
ObjectId(59fe3e6bf57e7a66c03ad6ab),0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,10,randFromNumberOfSpades,1,2,,,,-48,7,-29,5,3,-7,0,0,0,-87
ObjectId(59fe3e6bf57e7a66c03ad6ac),1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,10,randFromNumberOfSpades,2,4,2,,,-29,5,-48,7,5,7,1,0,1,-56
ObjectId(59fe3e6bf57e7a66c03ad6ad),0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,10,randFromNumberOfSpades,3,5,4,2,,-48,7,-29,5,2,-7,0,0,0,-87
ObjectId(59fe3e6bf57e7a66c03ad6ae),0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,10,randFromNumberOfSpades,4,3,5,4,2,-29,5,-48,7,3,7,1,0,1,-56
ObjectId(59fe3e8af57e7a66c03ad6e3),0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,11,randFromNumberOfSpades,1,3,,,,-22,6,-55,7,2,-13,0,0,1,-56
ObjectId(59fe3e8af57e7a66c03ad6e4),0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,11,randFromNumberOfSpades,2,3,3,,,-55,7,-22,6,1,-6,0,0,0,-87
ObjectId(59fe3e8af57e7a66c03ad6e5),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,11,randFromNumberOfSpades,3,0,3,3,,-22,6,-55,7,6,-13,0,0,1,-56
ObjectId(59fe3e8af57e7a66c03ad6e6),0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,11,randFromNumberOfSpades,4,3,Nil,3,3,-55,7,-22,6,4,-6,0,0,0,-87
ObjectId(59fe3ea9f57e7a66c03ad71b),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,12,randFromNumberOfSpades,1,0,,,,-61,7,-35,6,0,11,2,0,0,-87
ObjectId(59fe3eaaf57e7a66c03ad71c),0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,12,randFromNumberOfSpades,2,5,Nil,,,-35,6,-61,7,5,-12,0,0,1,-56
ObjectId(59fe3eaaf57e7a66c03ad71d),0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,12,randFromNumberOfSpades,3,1,5,Nil,,-61,7,-35,6,3,11,2,0,0,-87
ObjectId(59fe3eaaf57e7a66c03ad71e),0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,12,randFromNumberOfSpades,4,7,1,5,Nil,-35,6,-61,7,5,-12,0,0,1,-56
ObjectId(59fe3ec9f57e7a66c03ad753),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,13,randFromNumberOfSpades,1,4,,,,-47,6,-50,9,6,6,1,0,1,-56
ObjectId(59fe3ec9f57e7a66c03ad754),0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,13,randFromNumberOfSpades,2,7,4,,,-50,9,-47,6,4,-12,0,0,0,-87
ObjectId(59fe3ec9f57e7a66c03ad755),0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,13,randFromNumberOfSpades,3,2,7,4,,-47,6,-50,9,1,6,1,0,1,-56
ObjectId(59fe3ec9f57e7a66c03ad756),1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,13,randFromNumberOfSpades,4,5,2,7,4,-50,9,-47,6,2,-12,0,0,0,-87
ObjectId(59fe3ee8f57e7a66c03ad78b),0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,14,randFromNumberOfSpades,1,3,,,,-62,9,-41,7,3,-9,0,0,0,-87
ObjectId(59fe3ee8f57e7a66c03ad78c),0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,14,randFromNumberOfSpades,2,3,3,,,-41,7,-62,9,5,5,3,0,1,-56
ObjectId(59fe3ee8f57e7a66c03ad78d),0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,14,randFromNumberOfSpades,3,6,3,3,,-62,9,-41,7,2,-9,0,0,0,-87
ObjectId(59fe3ee8f57e7a66c03ad78e),1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,14,randFromNumberOfSpades,4,2,6,3,3,-41,7,-62,9,3,5,3,0,1,-56
ObjectId(59fe3f07f57e7a66c03ad7c3),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,15,randFromNumberOfSpades,1,5,,,,-46,0,-71,9,3,-10,0,0,1,-56
ObjectId(59fe3f07f57e7a66c03ad7c4),0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,ECAhpJSvBo,15,randFromNumberOfSpades,2,0,5,,,-71,9,-46,0,2,-6,1,0,0,-87
ObjectId(59fe3f07f57e7a66c03ad7c5),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,15,randFromNumberOfSpades,3,5,Nil,5,,-46,0,-71,9,3,-10,0,0,1,-56
ObjectId(59fe3f07f57e7a66c03ad7c6),0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,U2qLkel9E16jMy3427pAiS0dQpLMCl,xoFLrBHKE8,15,randFromNumberOfSpades,4,4,5,Nil,5,-71,9,-46,0,5,-6,1,0,0,-87
ObjectId(59fe3f27f57e7a66c03ad7fb),0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,nGSmFFOOFN,1,randFromNumberOfSpades,1,5,,,,0,0,0,0,3,-7,0,3,1,-60
ObjectId(59fe3f27f57e7a66c03ad7fc),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,WYXcerB0A1,1,randFromNumberOfSpades,2,5,5,,,0,0,0,0,6,-5,1,1,0,-72
ObjectId(59fe3f27f57e7a66c03ad7fd),0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,LBDv3yIiwf,1,randFromNumberOfSpades,3,2,5,5,,0,0,0,0,2,-7,0,3,1,-60
ObjectId(59fe3f27f57e7a66c03ad7fe),1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,wNOLr8BPkf,1,randFromNumberOfSpades,4,0,2,5,5,0,0,0,0,1,-5,1,1,0,-72
ObjectId(59fe3f47f57e7a66c03ad833),1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,WYXcerB0A1,2,randFromNumberOfSpades,1,2,,,,-5,1,-7,0,7,4,5,1,0,-72
ObjectId(59fe3f47f57e7a66c03ad834),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,LBDv3yIiwf,2,randFromNumberOfSpades,2,2,2,,,-7,0,-5,1,1,-7,0,3,1,-60
ObjectId(59fe3f47f57e7a66c03ad835),0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,wNOLr8BPkf,2,randFromNumberOfSpades,3,2,2,2,,-5,1,-7,0,2,4,5,1,0,-72
ObjectId(59fe3f47f57e7a66c03ad836),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,nGSmFFOOFN,2,randFromNumberOfSpades,4,5,2,2,2,-7,0,-5,1,3,-7,0,3,1,-60
ObjectId(59fe3f66f57e7a66c03ad86b),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,LBDv3yIiwf,3,randFromNumberOfSpades,1,7,,,,-14,0,-1,6,3,-9,0,3,1,-60
ObjectId(59fe3f66f57e7a66c03ad86c),0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,wNOLr8BPkf,3,randFromNumberOfSpades,2,2,7,,,-1,6,-14,0,3,3,4,1,0,-72
ObjectId(59fe3f66f57e7a66c03ad86d),0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,nGSmFFOOFN,3,randFromNumberOfSpades,3,2,2,7,,-14,0,-1,6,3,-9,0,3,1,-60
ObjectId(59fe3f66f57e7a66c03ad86e),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,WYXcerB0A1,3,randFromNumberOfSpades,4,1,2,2,7,-1,6,-14,0,4,3,4,1,0,-72
ObjectId(59fe3f85f57e7a66c03ad8a3),0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,wNOLr8BPkf,4,randFromNumberOfSpades,1,7,,,,-8,0,-23,0,2,-9,0,1,0,-72
ObjectId(59fe3f85f57e7a66c03ad8a4),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,nGSmFFOOFN,4,randFromNumberOfSpades,2,2,7,,,-23,0,-8,0,3,9,1,3,1,-60
ObjectId(59fe3f86f57e7a66c03ad8a5),1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,WYXcerB0A1,4,randFromNumberOfSpades,3,2,2,7,,-8,0,-23,0,1,-9,0,1,0,-72
ObjectId(59fe3f86f57e7a66c03ad8a6),0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,LBDv3yIiwf,4,randFromNumberOfSpades,4,7,2,2,7,-23,0,-8,0,7,9,1,3,1,-60
ObjectId(59fe3fa5f57e7a66c03ad8db),1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,nGSmFFOOFN,5,randFromNumberOfSpades,1,5,,,,-14,1,-17,0,3,-10,0,3,1,-60
ObjectId(59fe3fa5f57e7a66c03ad8dc),0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,WYXcerB0A1,5,randFromNumberOfSpades,2,2,5,,,-17,0,-14,1,4,-8,0,1,0,-72
ObjectId(59fe3fa5f57e7a66c03ad8dd),0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,LBDv3yIiwf,5,randFromNumberOfSpades,3,5,2,5,,-14,1,-17,0,3,-10,0,3,1,-60
ObjectId(59fe3fa5f57e7a66c03ad8de),0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,wNOLr8BPkf,5,randFromNumberOfSpades,4,6,5,2,5,-17,0,-14,1,3,-8,0,1,0,-72
ObjectId(59fe3fc5f57e7a66c03ad913),0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,WYXcerB0A1,6,randFromNumberOfSpades,1,0,,,,-25,0,-24,1,2,-13,0,1,0,-72
ObjectId(59fe3fc5f57e7a66c03ad914),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,LBDv3yIiwf,6,randFromNumberOfSpades,2,0,Nil,,,-24,1,-25,0,5,-17,0,3,1,-60
ObjectId(59fe3fc5f57e7a66c03ad915),1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,wNOLr8BPkf,6,randFromNumberOfSpades,3,3,Nil,Nil,,-25,0,-24,1,0,-13,0,1,0,-72
ObjectId(59fe3fc5f57e7a66c03ad916),0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,4eo4D0K4ZdxqP3HPDbsb6FxOVeY0F1,nGSmFFOOFN,6,randFromNumberOfSpades,4,7,3,Nil,Nil,-24,1,-25,0,6,-17,0,3,1,-60
